"","...1","hit_id","query_id","biosample_id","closest_ref","distance","SRM_present","single_closest_ref","na.rm"
"1504",1504,"ULTY01.70616.1_2/64-437","ULTY01","SAMEA4835746","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1505",1505,"ULTY01.24141.1_3/1-133","ULTY01","SAMEA4835746","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1506",1506,"ULTY01.70616.1_1/11-119","ULTY01","SAMEA4835746","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1507",1507,"UEQR01.44109.1_1/64-200","UEQR01","SAMN06115398","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1508",1508,"UEQR01.54868.1_1/8-138","UEQR01","SAMN06115398","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.021805,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"1509",1509,"OYZN01.1417.1_5/27-294","OYZN01","SAMN06165155","['QUERY___Moorella_thermoacetica_2_dsrA']",4.406426,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"1510",1510,"OYQE01.668.1_2/64-437","OYQE01","SAMN06165540","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1511",1511,"OYQE01.668.1_1/11-266","OYQE01","SAMN06165540","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1512",1512,"OYQE01.927.1_2/7-240","OYQE01","SAMN06165540","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.941330796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"1513",1513,"OYQE01.9506.1_1/29-192","OYQE01","SAMN06165540","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1514",1514,"OYQE01.927.1_1/1-183","OYQE01","SAMN06165540","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.09087998423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1515",1515,"OYJV01.803.1_1/2-93","OYJV01","SAMN06165674","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"1516",1516,"UXSD01.35441.1_1/63-436","UXSD01","SAMEA2158468","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.024679,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1517",1517,"UXSD01.88986.1_1/6-257","UXSD01","SAMEA2158468","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1518",1518,"UXSD01.108399.1_1/11-186","UXSD01","SAMEA2158468","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0724670545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1519",1519,"UXSD01.47641.1_1/1-118","UXSD01","SAMEA2158468","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"1520",1520,"UPEQ01.15203.1_3/96-469","UPEQ01","SAMEA2737677","['uncultured_bacterium__EF645667']",0.0856336056413982,TRUE,"uncultured_bacterium__EF645667",TRUE
"1521",1521,"UPEQ01.12546.1_3/51-395","UPEQ01","SAMEA2737677","['Gordonibacter_pamelaeae__GrdPame5']",0.253855376715172,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"1522",1522,"UPEQ01.935.1_17/52-399","UPEQ01","SAMEA2737677","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.13592198423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1523",1523,"UPEQ01.33424.1_2/11-266","UPEQ01","SAMEA2737677","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.267391,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"1524",1524,"UPEQ01.15203.1_2/11-266","UPEQ01","SAMEA2737677","['uncultured_bacterium__EF645667']",0.143411722311175,TRUE,"uncultured_bacterium__EF645667",TRUE
"1525",1525,"UPEQ01.935.1_18/7-240","UPEQ01","SAMEA2737677","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.955671796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"1526",1526,"UPEQ01.12614.1_2/63-280","UPEQ01","SAMEA2737677","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"1527",1527,"UPEQ01.12546.1_5/2-149","UPEQ01","SAMEA2737677","['Gordonibacter_pamelaeae__GrdPame5']",NA,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"1528",1528,"UPEQ01.33424.1_1/1-125","UPEQ01","SAMEA2737677","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.371455083011529,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"1529",1529,"QZLX01.42986.1_2/1-112","QZLX01","SAMN06699323","['Gordonibacter_pamelaeae__GrdPame5']",0.0598462607019147,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"1530",1530,"UEQP01.4185.1_6/65-438","UEQP01","SAMN06115539","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1531",1531,"UEQP01.4185.1_5/11-266","UEQP01","SAMN06115539","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1532",1532,"UEQP01.51389.1_1/1-118","UEQP01","SAMN06115539","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1533",1533,"BAAU01.16098.1_1/11-240","BAAU01","SAMD00036524","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.009594,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"1534",1534,"BAAU01.16097.1_1/1-189","BAAU01","SAMD00036524","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.098091,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"1535",1535,"ORRP01.21980.1_3/58-343","ORRP01","SAMEA2338678","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.18824798423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1536",1536,"ORRP01.31677.1_3/2-181","ORRP01","SAMEA2338678","['Anaerobic_bacterium_sk.prop8__Bv2Prop2', 'Desulfitibacter_alkalitolerans__DfiAlka2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1537",1537,"UZVP01.7368.1_3/63-436","UZVP01","SAMN00993243","['Desulfovibrio_sp._Dsv1__DsvSp233']",0.0423053398982702,TRUE,"Desulfovibrio_sp._Dsv1__DsvSp233",TRUE
"1538",1538,"OYJM01.550.1_2/64-437","OYJM01","SAMN06165547","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1539",1539,"OYJM01.550.1_1/11-266","OYJM01","SAMN06165547","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1540",1540,"OYJM01.4441.1_1/6-239","OYJM01","SAMN06165547","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.02600779648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"1541",1541,"UZIG01.5433.1_1/65-438","UZIG01","SAMN00791932","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.111059054566389,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1542",1542,"UZIG01.5433.1_2/11-149","UZIG01","SAMN00791932","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1543",1543,"OUQM01.29437.1_1/54-283","OUQM01","SAMN05194706","['Bilophila_sp._4_1_30__BilSpec3']",0.0126628645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1544",1544,"UZQV01.14051.1_2/51-424","UZQV01","SAMN00792024","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0558060545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1545",1545,"UZQV01.8788.1_3/64-437","UZQV01","SAMN00792024","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1546",1546,"UZQV01.14051.1_1/11-266","UZQV01","SAMN00792024","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1547",1547,"UZQV01.8788.1_4/11-154","UZQV01","SAMN00792024","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1548",1548,"UZKF01.32914.1_1/2-143","UZKF01","SAMN00715229","['Bilophila_sp._4_1_30__BilSpec3']",0.0157488645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1549",1549,"UZKF01.32914.1_2/1-98","UZKF01","SAMN00715229","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1550",1550,"UZKF01.16237.1_1/79-139","UZKF01","SAMN00715229","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1551",1551,"OQAC01.14863.1_1/1-94","OQAC01","SAMD00036251","['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1552",1552,"ORVC01.473.1_39/64-437","ORVC01","SAMEA2338800","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1553",1553,"ORVC01.473.1_38/11-266","ORVC01","SAMEA2338800","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1554",1554,"JAJCIJ01.56.1_1/8-381","JAJCIJ01","SAMN22167590","['uncultured_bacterium__EF645667']",0.0215972313505931,TRUE,"uncultured_bacterium__EF645667",TRUE
"1555",1555,"JAJCIJ01.12.1_1/12-267","JAJCIJ01","SAMN22167590","['uncultured_bacterium__EF645667']",0.00336425459707886,TRUE,"uncultured_bacterium__EF645667",TRUE
"1556",1556,"JAJCIJ01.40.1_5/12-267","JAJCIJ01","SAMN22167590","['uncultured_bacterium__EF645666']",0.0488414217176176,TRUE,"uncultured_bacterium__EF645666",TRUE
"1557",1557,"OQGU01.21500.1_3/1-128","OQGU01","SAMD00036215","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1558",1558,"OQGU01.21500.1_2/8-107","OQGU01","SAMD00036215","['Bilophila_sp._4_1_30__BilSpec3']",0.0455528645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1559",1559,"OQGU01.21500.1_1/1-62","OQGU01","SAMD00036215","['Bilophila_sp._4_1_30__BilSpec3']",0.0542888645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1560",1560,"OWAK01.1568.1_12/64-437","OWAK01","SAMEA3708575","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1561",1561,"OWAK01.1568.1_11/11-266","OWAK01","SAMEA3708575","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1562",1562,"ORMO01.51110.1_2/51-142","ORMO01","SAMEA2338736","['Gordonibacter_pamelaeae__GrdPame5']",0.0323892607019147,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"1563",1563,"OWFG01.5623.1_3/63-436","OWFG01","SAMEA3708707","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0551940545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1564",1564,"OWFG01.5623.1_2/11-266","OWFG01","SAMEA3708707","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.065478,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"1565",1565,"UZNE01.28166.1_1/3-205","UZNE01","SAMN00715136","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.165718054566389,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1566",1566,"UZNE01.14976.1_1/64-207","UZNE01","SAMN00715136","['QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"1567",1567,"UMDR01.1984.1_2/11-98","UMDR01","SAMEA4835999","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231",TRUE
"1568",1568,"UMDR01.1984.1_1/1-91","UMDR01","SAMEA4835999","['Desulfovibrio_sp._3_1_syn3__DsvSp230', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Desulfovibrio_sp._3_1_syn3__DsvSp230",TRUE
"1569",1569,"UZQP01.55993.1_1/54-161","UZQP01","SAMN00792028","['Anaerobic_bacterium_sk.prop8__Bv2Prop2', 'QUERY___Archaeoglobus_sulfaticallidus_dsrA']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1570",1570,"OQVA01.80770.1_1/6-173","OQVA01","SAMN06018972","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.941330796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"1571",1571,"OQVA01.80770.1_2/1-188","OQVA01","SAMN06018972","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.10395198423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1572",1572,"OQVA01.43960.1_3/50-142","OQVA01","SAMN06018972","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1573",1573,"OQVA01.47546.1_2/25-294","OQVA01","SAMN06018972","['QUERY___Moorella_thermoacetica_2_dsrA']",4.493084,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"1574",1574,"OYNS01.564.1_1/26-373","OYNS01","SAMN06165480","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.16306098423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1575",1575,"OYNS01.564.1_2/6-230","OYNS01","SAMN06165480","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.941330796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"1576",1576,"CAJKDE01.724.1_2/1-355","CAJKDE01","SAMEA7846350","['Desulfovibrio_vulgaris__DQ826729']",0.0522323878241696,TRUE,"Desulfovibrio_vulgaris__DQ826729",TRUE
"1577",1577,"CAJKDE01.196.1_1/3-140","CAJKDE01","SAMEA7846350","['Desulfovibrio_vulgaris__DQ826729']",0.24690138782417,TRUE,"Desulfovibrio_vulgaris__DQ826729",TRUE
"1578",1578,"CAJKDE01.724.1_1/11-135","CAJKDE01","SAMEA7846350","['Desulfovibrio_vulgaris__DQ826729']",0.0681693878241696,TRUE,"Desulfovibrio_vulgaris__DQ826729",TRUE
"1579",1579,"OYGY01.146.1_1/64-437","OYGY01","SAMN06165447","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.372045,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"1580",1580,"OYGY01.203.1_4/19-363","OYGY01","SAMN06165447","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.35472398423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1581",1581,"OYGY01.146.1_2/11-266","OYGY01","SAMN06165447","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.506418,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"1582",1582,"OYGY01.203.1_3/5-240","OYGY01","SAMN06165447","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.30824579648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"1583",1583,"ULXB01.27377.1_2/1-192","ULXB01","SAMEA4835828","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1584",1584,"UZUI01.6927.1_2/64-437","UZUI01","SAMN00792051","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1585",1585,"OYKD01.486.1_2/130-503","OYKD01","SAMN06165347","['Desulfovibrio_sp._3_1_syn3__DsvSp230']",0.00163007658637108,TRUE,"Desulfovibrio_sp._3_1_syn3__DsvSp230",TRUE
"1586",1586,"OYKD01.486.1_1/11-266","OYKD01","SAMN06165347","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",0.0439477877444196,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231",TRUE
"1587",1587,"OYKD01.3476.1_1/6-176","OYKD01","SAMN06165347","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.04209079648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"1588",1588,"OYKD01.3476.1_2/3-155","OYKD01","SAMN06165347","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1589",1589,"UMHA01.50577.1_1/1-173","UMHA01","SAMEA4836085","['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1590",1590,"UMHA01.18317.1_1/27-293","UMHA01","SAMEA4836085","['QUERY___Moorella_thermoacetica_2_dsrA']",4.096973,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"1591",1591,"JABLTP01.70955.1_1/64-128","JABLTP01","SAMN14651227","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1592",1592,"OZEL01.46926.1_1/6-187","OZEL01","SAMN06165007","['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",0.0618284351233312,TRUE,"Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358",TRUE
"1593",1593,"OZEL01.41579.1_2/11-107","OZEL01","SAMN06165007","['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,TRUE,"Desulfovibrio_desulfuricans__DslDes17",TRUE
"1594",1594,"OZEL01.41579.1_1/1-98","OZEL01","SAMN06165007","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,TRUE,"Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358",TRUE
"1595",1595,"ULVH01.38454.1_1/5-240","ULVH01","SAMEA4835781","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.28094079648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"1596",1596,"UPMU01.6167.1_4/63-436","UPMU01","SAMEA2737830","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0769720545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1597",1597,"UPMU01.6167.1_3/11-266","UPMU01","SAMEA2737830","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1598",1598,"OYJF01.122.1_2/64-437","OYJF01","SAMN06165595","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1599",1599,"OYJF01.122.1_3/11-266","OYJF01","SAMN06165595","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1600",1600,"CAJKUQ01.1.1_20/51-395","CAJKUQ01","SAMEA7847121","['Gordonibacter_pamelaeae__GrdPame5']",0.260316376715172,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"1601",1601,"CAJKUQ01.1.1_21/3-237","CAJKUQ01","SAMEA7847121","['Gordonibacter_pamelaeae__GrdPame5']",0.0383342607019147,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"1602",1602,"JABLTL01.5000.1_5/62-435","JABLTL01","SAMN14651223","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.368795,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"1603",1603,"JABLTL01.5000.1_4/11-266","JABLTL01","SAMN14651223","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.494987,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"1604",1604,"OWFX01.884.1_11/64-437","OWFX01","SAMEA3708667","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1605",1605,"OWFX01.884.1_12/11-266","OWFX01","SAMEA3708667","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1606",1606,"UZPK01.8576.1_1/63-436","UZPK01","SAMN00791957","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0576760545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1607",1607,"UZPK01.8576.1_2/11-266","UZPK01","SAMN00791957","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0904090545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"1608",1608,"OWGU01.69597.1_1/11-137","OWGU01","SAMEA3708571","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1609",1609,"OWGU01.36263.1_1/62-159","OWGU01","SAMEA3708571","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'Candidatus_Desulfovibrio_trichonymphae', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Candidatus_Desulfovibrio_trichonymphae",TRUE
"1610",1610,"OWGU01.56728.1_2/11-115","OWGU01","SAMEA3708571","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.50806,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"1611",1611,"OWGU01.35265.1_1/1-82","OWGU01","SAMEA3708571","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.376667,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"1612",1612,"USUM01.40276.1_1/4-259","USUM01","SAMN06112030","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1613",1613,"USUM01.47655.1_1/64-224","USUM01","SAMN06112030","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"1614",1614,"USUM01.61059.1_1/1-145","USUM01","SAMN06112030","['Bilophila_sp._4_1_30__BilSpec3']",0.0151328645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"1615",1615,"JAGZBZ01.15.1_13/51-399","JAGZBZ01","SAMN17800698","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.29615698423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"1616",1616,"JAGZBZ01.15.1_14/4-240","JAGZBZ01","SAMN17800698","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.25856079648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"1617",1617,"UEQZ01.360.1_1/58-431","UEQZ01","SAMN06115401","['Bilophila_sp._4_1_30__BilSpec3']",0.0260578645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
